row_number,quarter,date_received_by_gmc,entity_department,project_description,supplier_service_provider,value_of_deviation,reason_for_deviation,award_by_ao_aa_date,contract_start_date,contract_expiry,status,award_by_ao_aa_date,contract_start_date,contract_expiry,status,supported,rollover_or_new
233,Q4 2022/23,2023/01/29,North West Provincial Treasury,"OF SERVICE PROVIDER FOR
PRINT MEDIA ADVERTISING TO
THE NORTH WEST PROVINCIAL
GOVERNMENT FOR A PERIOD OF
THREE YEARS",Kone Solutions,"R0,00",The current regio nBauls oinffeicses ldeeacsies iaognr eement is due to,2023-01-29,Not indicated,Not indicated,,2023-01-29,Not indicated,Not indicated,,Noting,New
234,Q4 2022/23,2023/02/20,"Industrial Development Corporation of
South Africa Limited","Port Elizabeth Office Lease
Agreement",BlueKap Trust,"R1 174 503,65","expire on 31 March 2023. In Line with the LTSP
process, it is recommended that this office be retained
to ensure IDC's presence in the Nelson Mandela
The ECL tool & associarteegdi omno. dels were developed by",2023-02-06,2023-04-01,2026/03/31,,2023-02-06,2023-04-01,2026/03/31,,Within AA/AO mandate Noting,New
235,Q4 2022/23,2023/02/20,"Industrial Development Corporation of
South Africa Limited",RLEeNcaDliEbrRa’tSio nIN oSf UIFRRASN C9 EE CALD VMIoSdOeRl,PriceWaterhouseCoopers (PWC),"R1 004 697,50","PWC for the IDC. The methodology adopted in the
tools were custom made specifically for the IDC by
PWC and also used IDC specific data & assumptions
in the models",2023-02-06,Not indicated,Not indicated,,2023-02-06,Not indicated,Not indicated,,Within AA/AO mandate Noting,New
236,Q4 2022/23,2023/02/20,Development Bank of Southern Africa,"(LIA) FOR THE SOCIAL HOUSING
PROGRAMME (SHP) FOR THE
INFRASTRUCTURE FUND (IF)
PHASE 1: PREFINANCIAL CLOSE
ACTIVITIES",INDECS Consulting Limited,"R1 437 473,70","The required services are of a complex nature, and
thus it requires a competent LIA in advising and
assisting the Lenders with typical insurance matters for
housing projects",2023-03-01,2023-03-01,2023/04/30,,2023-03-01,2023-03-01,2023/04/30,,Within AA/AO mandate Noting,New
237,Q4 2022/23,2023/02/20,Development Bank of Southern Africa,"LIMPOPO PROVINCE NEW OFFICE
RENTAL FOR 5-YEARS",Rendeals Four Consulting,"R5 220 956,41","The purpose of this request is to obtain approval to ut i
lise the single source R5,220,956.41 procurement
strategy to appoint a suitable service provider for the
IDD Limpopo Of f ices in Polokwane.",2023-03-01,2023-03-01,2028/02/28,,2023-03-01,2023-03-01,2028/02/28,,Within AA/AO mandate Noting,New
238,Q4 2022/23,2023/02/27,"Government Communication &
Information System","Presidential Employment Stimulus
(PES) Broadband Access Fund",BROADBAND INFRACO (BBI),"R200 000 000,00",SINGLE SOURCE,2022-02-20,2022-02-21,Not indicated,,2022-02-20,2022-02-21,Not indicated,,Within AA/AO mandate Noting,New
239,Q4 2022/23,2023/02/28,"Independent Regulatory Board for
Auditors",ONLINE TRAINING,GIBS,"R4 400,00",Single Source,2023/01/25,2023/01/25,Once Off,,2023/01/25,2023/01/25,Once Off,,Within AA/AO mandate Noting,New
240,Q4 2022/23,2023/02/28,"Independent Regulatory Board for
Auditors",ONLINE TRAINING,GIBS,"R4 600,00",Single Source,2023/02/13,2023/02/13,Once Off,,2023/02/13,2023/02/13,Once Off,,Within AA/AO mandate Noting,New
241,Q4 2022/23,2023/02/28,"Independent Regulatory Board for
Auditors",ONLINE TRAINING,GIBS,"R8 700,00",Single Source,2023/02/14,2023/02/14,Once Off,,2023/02/14,2023/02/14,Once Off,,Within AA/AO mandate Noting,New
242,Q4 2022/23,2023/02/28,"Independent Regulatory Board for
Auditors",SEMINAR,SABPP,"R2 300,00",Single Source,2023/02/14,2023/02/14,Once Off,,2023/02/14,2023/02/14,Once Off,,Within AA/AO mandate Noting,New
243,Q4 2022/23,2023/02/28,"Independent Regulatory Board for
Auditors",LAItCteEnNdaSnEce of Institute of Internal,THE BRILLIANT LINK,"R98 166,30",Single Source,2023/02/22,2023/02/22,Once Off,,2023/02/22,2023/02/22,Once Off,,Within AA/AO mandate Noting,New
244,Q4 2022/23,2023/03/01,South African Revenue Service,"Auditors South Africa Conference by
fourteen (14) delegates from Internal
Audit Division and Enterprise
G13o0v2e8rn:2a0n1c0e,. and SANS 13008:2012",Institute of Internal Auditors South Africa,"R11 684,00",Impracticality,2023/02/23,2023/03/03,2023/03/03,,2023/02/23,2023/03/03,2023/03/03,,Within AA/AO mandate Noting,New
245,Q4 2022/23,2023/03/01,South African Revenue Service,"standards from the South African
Bureau of Standards (SABS) for a
total cost of R 2 642.70",SABS,"R2 625,70",Sole Provider,2023/02/23,2023/03/01,2023/03/01,,2023/02/23,2023/03/01,2023/03/01,,Within AA/AO mandate Noting,New
246,Q4 2022/23,2023/03/01,South African Revenue Service,"Request for the Procurement process
to appoint Mills Fitchet to object the
municipalvaluation of Lehae la SARS
at a cost of R3,450.00 VAT inclusive.",Mills Fitchet,"R3 450,00",Impracticality,2023/02/16,2023/02/16,Not indicated,,2023/02/16,2023/02/16,Not indicated,,Within AA/AO mandate Noting,New
247,Q4 2022/23,2023/03/01,South African Revenue Service,"Post Office Delivery service once a
week for 2023. R405.72 x 12 months",SAPO,"R4 868,64",Impracticality,2023/02/24,2023/03/01,2023/03/01,,2023/02/24,2023/03/01,2023/03/01,,Within AA/AO mandate Noting,New
248,Q4 2022/23,2023/03/02Gov,ernment Communication & Information Sy,"Letter for Upfront approval in relation
sttoe mMedia space for 2023/2024",Not indicated,"R0,00",Business decision,2023/03/02,Not indicated,Not indicated,,2023/03/02,Not indicated,Not indicated,,Within AA/AO mandate Noting,New
249,Q4 2022/23,2023/03/03,Financial Intelligence Centre,"procurement process for the renewal
of the, Experian, LexisNexis Windeed
and illigence and Refinitiv paid
subscription services, systems and
databases on a multiple source basis
for a period from 1 April 2023 until 31
March 2026",Various Suppliers,"R7 913 001,11","These are three of the four main data service
providers and industry leaders to the financial and
fraud investigation industry in the Republic of South
Africa",2023/02/20,TBC,TBC,,2023/02/20,TBC,TBC,,Within AA/AO mandate Noting,New
250,Q4 2022/23,2023/03/03,Financial Intelligence Centre,"Approval to deviate from the normal
procurement process for the renewal
of the SAS contract on a sole source
basis for a from 01 April 2023 to 31
March 2026",SAS,"R1 740 272,46","The FIC has been using SAS software since 2014
and invested a wide range of
resources to procure, develop and maintain datasets
as well as hardware to produce quality
analytical reports based on SAS scripts and products",2023/02/20,TBC,TBC,,2023/02/20,TBC,TBC,,Within AA/AO mandate Noting,New
251,Q4 2022/23,2023/03/03,Financial Intelligence Centre,"Approval to deviate from the normal
procurement process for the renewal
of the Who Owns Who contract on a
sole source basis for a period from 01
ARperqilu 2e0s2tin3g u anptipl r3o1v aMl aforcr hth 2e0 c2o6n tinued",Who Owns Who,"R806 351,00","Who Owns Whom (WOW) is an independent
organisation producing high quality, original research
on industries, ownership, Africa footprint, companies,
directors, economic transformation, and other activity
on the African continent.",2023/02/21,TBC,TBC,,2023/02/21,TBC,TBC,,Within AA/AO mandate Noting,New
252,Q4 2022/23,2023/03/06,National Treasury,"purchase of yearly tax publications
directly from LexisNexis for the period
2023-2025",LexisNexis,"R24 353,55",The DBSA is the oSnolyl es uDiitsatbrilbeu vteonrue for the number,2023/02/02,TBC,TBC,,2023/02/02,TBC,TBC,,Within AA/AO mandate Noting,New
253,Q4 2022/23,2023/03/06,National Treasury,"Deviation from National Treasury cost
containment circular and procure soft
drinks while hosting the Provincial
Accountant Generals' Forum",The Luncheon Eatery,"R23 867,10","officials and delegates who will attend the PAG forum.
There is no cost attached to the use of the conference
facilities; and the DBSA does not allow external
providers to provide catering services as this would be
in direct competition with their own provide",2023/02/28,TBC,TBC,,2023/02/28,TBC,TBC,,Within AA/AO mandate Noting,New
254,Q4 2022/23,2023/03/06,State Information Technology Agency,"Procurement of Microsoft support
services on behalf of the Department
of Defence (DoD) Active Directory
eAncvqiuroisnitmioenn ot ff omr aai npteernioadn coef 1a nyde ar",Microsoft (SA) (Pty) LTD,"R3 251 803,09",For Microsft 2016 upgrades.,2022/10/28,2022/11/01,2023/10/31,,2022/10/28,2022/11/01,2023/10/31,,Within AA/AO mandate Noting,New
255,Q4 2022/23,2023/03/06,State Information Technology Agency,"functional application support services
from Intenda",Intenda (Pty) Ltd,"R6 292 800,00","To be able to provide maintenance and support to the
various clients.",2022/11/17,2023/01/23,2023/07/23,,2022/11/17,2023/01/23,2023/07/23,,Within AA/AO mandate Noting,New
256,Q4 2022/23,2023/03/06,State Information Technology Agency,"Renewal of Microsoft Enterprise
Agreement (EA) between SITA and
MPrioccrousreomft efonrt ao fp Seroiondic aowf 1a lyl eFairrewall",Microsoft Ireland Operations Limited,"R27 301 546,94",Sole source,2022/11/30,2022/12/01,2023/11/30,,2022/11/30,2022/12/01,2023/11/30,,Within AA/AO mandate Noting,New
257,Q4 2022/23,2023/03/06,State Information Technology Agency,"Licences for Gauteng Provincial
Government on a month to month
basis not exceeding a period of 12
mProonctuhrsement of Adobe Enterprise",Pacesetter Consulting and Advisory (Pty) Ltd,"R2 191 412,12",To allow the finaisation of the replacement tender.,2022/12/14,2022/12/23,2022/12/22,,2022/12/14,2022/12/23,2022/12/22,,Within AA/AO mandate Noting,New
258,Q4 2022/23,2023/03/06,State Information Technology Agency,"Licence Agreement (ETLA)
maintenance and support on behalf of
the Department of Defence for 3
yPeroacrsu rement of Microsoft Unified",Adobe Systems Software Ireland Ltd,"R17 171 574,60",Sole source,2022/12/20,2023/01/07,2026/01/06,,2022/12/20,2023/01/07,2026/01/06,,Within AA/AO mandate Noting,New
259,Q4 2022/23,2023/03/06,State Information Technology Agency,"support services for SITA for a period
of three years",Microsoft (SA) (Pty) LTD,"R38 359 198,19",Sole source,2022/12/20,2022/12/21,2023/11/30,,2022/12/20,2022/12/21,2023/11/30,,Within AA/AO mandate Noting,New
260,Q4 2022/23,2023/03/06,State Information Technology Agency,"Procurement of Capacity Backup for
SITA Centurion and Numerus Data
Centre (BETA)",IBM South Africa (Pty) Ltd,"R9 890 000,00","InfoBuild is the only Certified WebFocus service
provider in South Africa. The preferred bidder have
knowledge regarding the specific application of the
software for the use of the DOD’s BI requirements.",2022/12/14,2023/01/01,2024/12/31,,2022/12/14,2023/01/01,2024/12/31,,Within AA/AO mandate Noting,New
261,Q4 2022/23,2023/03/06,State Information Technology Agency,"Provision of alternative core links to
SITA on a month to month basis for a
period not exceeding eighteen months",Liquid Intelligent Technologies (LIT),"R11 798 874,00",CShaenrvgicineg L ferovmel Acogprepeemr teon fti b(SreL dAu) e a tnon cuaabll ec othveerf t.,2022/07/14,2022/12/11,2024/07/10,,2022/07/14,2022/12/11,2024/07/10,,Within AA/AO mandate Noting,New
262,Q4 2022/23,2023/03/13,SenMteoctihv aLtiimonit efodr Additional B,uRdegqeut etos tC foovr edre Avinantiuoanl fErosmca tlahteio nnosr mona lt,he NetInsigGhDt SN iTmebcrhan SoLloAg.ies/Netlnsight,"R1 441 559,48",escalation.,2023/08/03,2023/08/03,28/02/2024,,2023/08/03,2023/08/03,28/02/2024,,Within AA/AO mandate Noting,New
263,Q4 2022/23,2023/03/14,Development Bank of Southern Africa,"tender process for urgent plumbing
services for underground water leak
on the main canteen water supply line
next to the main water meter by
Request fNoro drmevaiadt iPolnu mfrobming t.he normal",Normad plumbing,"R44 990,00","The Purpose is to approve the deviation from normal
process for the emergency Plumbing services",2023/02/12,2023/02/13,2023/03/06,,2023/02/12,2023/02/13,2023/03/06,,Within AA/AO mandate Noting,New
264,Q4 2022/23,2023/03/14,Development Bank of Southern Africa,"tender process for urgent repairs of
leaking slab roof at welcome centre
passage next to the electrical
distribution board and security
surveillance server room by Mmusi
RTheeq ureesqtup firrooerjde a cspte pMrrvoaivcnaeals gf oearmr eteh oneft rae ncoemwapll e","x nature, aMndm tuhsuis P itr orejeqcut irMeas naa cgoemmpeenttent LIA in","advisinRg1 8an3d 6 R67 1,0803",",66M7,o 0n0d taesss Hisotinldgin tghse iLs ecaukrirnegn trloyo pf rsolvaibd inatg Wtheel ccolomaeu dC en",ver ro2o0m2 n2e/1xt2 t/o2 1the ele,ctrical 2d0is2tr2ib/1u2tio/2n2 board a,nd sec2u0ri2ty3 s/0e3rv/e0r7 room.,,ver ro2o0m2 n2e/1xt2 t/o2 1the ele,ctrical 2d0is2tr2ib/1u2tio/2n2 board a,nd sec2u0ri2ty3 s/0e3rv/e0r7 room.,,trWe ipthaisns aAgAe/ AtoOw maradnsd saetceu Nriotyti nsger,New
265,Q4 2022/23,2023/03/14,Financial Intelligence Centre,"of the Sage 300 People software
license agreement on a sole source
basis and the renewal of technical
support services on a single source
basis from Mondtes Holdings (Pty) Ltd
for a period of two years, ending 28","Sage 300 People and Mondtes Holdings (Pty)
Ltd","R733 050,00","paltform for Sgae 300, hence the sole source provider
for the license agreement. It would be impractical to
source the support services from another service
provider, as Mondtes is the recognised business
partner by SAGE SA for the FIC and only recognises
The FIC obnoeu gbhuts tihnee sgso ApaMrtLn eern tpeerrp rcilsieen st.o ftware a",2023/02/28,2023/03/05,2025/03/04,,2023/02/28,2023/03/05,2025/03/04,,Within AA/AO mandate Noting,New
266,Q4 2022/23,2023/03/14,Financial Intelligence Centre,"Renewal of UNODC goAML
enterprise edition support on a sole
source basis for a period of five years
from 31 May 2023 – 30 May 2028",UNODC,"R5 472 068,51","number of years ago and has invested a substantial
amount of money since the inception. The UNOCD is
the only service provider that can provide the lisences
for the Software.",2022/03/02,TBC,TBC,,2022/03/02,TBC,TBC,,Within AA/AO mandate Noting,New
267,Q4 2022/23,2022/12/23,Department of Health (DoH),SPirdoec-ubrye-msiednet roafd pior idnrtainmg aw Soerka s(foanc e3,SABC,"R4 149 751,22","Ability to reach the target audience in terms of figures
and languages",2022/12/15,2022/10/01,2023/09/30,,2022/12/15,2022/10/01,2023/09/30,,Noting,New
268,Q4 2022/23,2022/12/20,"Road Traffic Management Corporation
(RTMC)","value forms) and publishing on
Government Gazette",Government Printing Works,"R1 872 353,00","Existence of government standing forms agreement
since July 2015",2022/12/15,2022/12/19,2025/12/14,,2022/12/15,2022/12/19,2025/12/14,,Noting,New
269,Q4 2022/23,2022/12/20,"Road Traffic Management Corporation
(RTMC)",PXr0o0v5is-0io5n7 o-2f 0o2ff2ic/1e -le faosr et he emergency,Denel Properties,"R36 419 360,70","Business continuity while awaiting the completion of
upgrades on the facility they will be relocated to",2022/10/25,2022/11/01,2023/03/31,,2022/10/25,2022/11/01,2023/03/31,,Noting,New
270,Q4 2022/23,2022/12/22,"The South African National Roads
Agency SOC Ltd (SANRAL)","procurement of a service provider for
the routine road maintenance of
national route r31 section 6 from
danielskuil (km 25,45) to section 8
Kimberley South (km 39,59), national
route r369, section 2, from
Renosterberg/Thembelihle boarder
(km 20,8) to hopetown (km 67,95)
and national route 8 section 9 from
l3a8n2d-b0o1u2 -r2o0ad2 2(/k1m - 2F,o3r6 T) htoe tEramine rbgreidngcey",Rainbow Civils( Pty) Ltd,"R12 556 155,00",emergency procurement,2022/12/22,Not stated,Not stated,,2022/12/22,Not stated,Not stated,,Noting,New
271,Q4 2022/23,2022/12/22,"The South African National Roads
Agency SOC Ltd (SANRAL)","Procurement Of Service Providers For
The Routine Road Maintenance Of
National Route R382 Section 1 And 2
From Alexander Bay Airport I/S (Km
0,00) To Steinkopf (Km 91,37)",Expidor 103 cc,"R3 477 596,00",emergency procurement,2022/12/22,Not stated,Not stated,,2022/12/22,Not stated,Not stated,,Noting,New
272,Q4 2022/23,2022/12/22,"The South African National Roads
Agency SOC Ltd (SANRAL)","Procurement Of Service Providers For
The Routine Road Maintenance Of
National Route R31 Section 4 To 5
From Santoy (Km 0,00) To
Kgatelopele/Ga-Segonyana Border
(Km 47,90), And National Route R380
From Santoy (Km 0,00) To Mccarthy's
REmeset r(gKemnc 1y 1S5e,8rv7ic)1e5s, 8F7o)r The Routine",RAZZMATAZZ CIVIL (PTY) LTD,"R4 572 265,00",emergency procurement,2022/12/22,Not stated,Not stated,,2022/12/22,Not stated,Not stated,,Noting,New
