row_number,quarter,date_received_by_gmc,entity_department,project_description,supplier_service_provider,value_of_deviation,reason_for_deviation,award_by_ao_aa_date,contract_start_date,contract_expiry,status,award_by_ao_aa_date,contract_start_date,contract_expiry,status,supported,rollover_or_new
449,Q2 2024/25,2024/08/02,South African Social Security Agency (SASSA),"The appointment of service provider for the cleaning, hygiene, gardening services and car wash
services UThukela District for a period of twelve (12) months",Thandisihle Business Services TBS,"R2 589 783,06","Chief Executive Officer approved deviate from normal bids procurement
process for transactions above R 1000 000.00 by sourcing quotations for a
shorter period of one (1) year while waiting determination of the review
application issued out by Honorable Court on 22 May 2017 under case no:
553/17P. The matter is waiting trail date.",2024/07/22,2024/08/01,2025/07/31,Reported,2024/07/22,2024/08/01,2025/07/31,Reported,,
450,Q2 2024/25,2024/08/06,South African Social Security Agency (SASSA),Training Services,LIASA,"R29 300,00",Sole Supplier,2024/07/23,2024/10/01,2024/10/04,Reported,2024/07/23,2024/10/01,2024/10/04,Reported,,
451,Q2 2024/25,2024/08/07,Legal Aid South Africa,"Deviation from normal procurement process to appoint senior and junior counsel for the matter of
former members of castle blaney cooperative (F. Gamade) / City of Johannesburg metropolitan
municipality",N/A,"R351 900,00",Emergency,2024/07/23,Once Off,Once Off,Reported,2024/07/23,Once Off,Once Off,Reported,,
452,Q2 2024/25,2024/08/07,Legal Aid South Africa,Annual licence fee bundle,Datarapt,"R32 159,11",Sole Service provider,2024/07/22,2024/08/01,2025/07/31,Reported,2024/07/22,2024/08/01,2025/07/31,Reported,,
453,Q2 2024/25,2024/08/07,Legal Aid South Africa,Emalahleni LO office break-in (1),Davistos Trading,"R10 028,00",Emergency,2024/07/18,2024/07/18,2024/07/31,Reported,2024/07/18,2024/07/18,2024/07/31,Reported,,
454,Q2 2024/25,2024/08/07,Legal Aid South Africa,Replacement of security door battery,Joe Davis Locksmiths,"R2 317,25",Emergency,2024/07/27,2024/07/28,2024/08/02,Reported,2024/07/27,2024/07/28,2024/08/02,Reported,,
455,Q2 2024/25,2024/08/07,Legal Aid South Africa,Emalahleni LO office break-in (2),Amity Bliss,"R10 028,00",Emergency,2024/07/22,2024/07/22,2024/07/31,Reported,2024/07/22,2024/07/22,2024/07/31,Reported,,
456,Q2 2024/25,2024/08/07,South African Social Security Agency (SASSA),Annual Govlaw Conference,Intelligence Transfer Centre,"R10 348,85",Sole Supplier,2024/08/05,2024/09/18,2024/09/19,Reported,2024/08/05,2024/09/18,2024/09/19,Reported,,
457,Q2 2024/25,2024/08/07,Housing Development Agency (HDA),Exhibition space of residential investment and development conference,Commerce Edge South Africa Pty Ltd,"R40 250,00",Single Source procurement,2024/07/16,2024/07/16,2024/07/19,Reported,2024/07/16,2024/07/16,2024/07/19,Reported,,
458,Q2 2024/25,2024/08/07,Housing Development Agency (HDA),provision of physical quarding at the HDA Sea Point building,Xoliswa M Holdings,"R292 675,00",Single Source procurement,2024/05/01,2024/07/16,2024/09/30,Reported,2024/05/01,2024/07/16,2024/09/30,Reported,,
459,Q2 2024/25,2024/08/02,Social Housing Regulatory Authority (SHRA),Urgent appointment of a legal firm to deal with a labour related matter,MM Baloyi Inc,"R500 000,00","legal firm selected from the panel oflegal firms to conduct an urgent
investigation into a labour and contract related matter",2024/07/30,Once Off,Once Off,Reported,2024/07/30,Once Off,Once Off,Reported,,
460,Q2 2024/25,2024/08/21,"National Home Builders Registration Council
(NHBRC)",Annual African Fraud Conference,Association of Certified Fraud Examiners (ACFE),R11 500.00,Impractical impossible,2024/08/21,Once Off,Once Off,Reported,2024/08/21,Once Off,Once Off,Reported,,
461,Q2 2024/25,2024/08/21,"National Home Builders Registration Council
(NHBRC)",OPSA TRAINING,"THE ASSOCIATION FOR OFFICE PROFESSIONALS
OF SOUTH AFRICA (OPSA)","R29 750,00",Impractical impossible,2024/08/21,Once Off,Once Off,Reported,2024/08/21,Once Off,Once Off,Reported,,
462,Q2 2024/25,2024/08/08,Special Investigating Unit (SIU),Request to attend Internal Audit conference,The Institute of Internal Auditors (IIA),"R14 950,00","Single source,Conference is unique to The South African Institute of Internal
Auditors",2024/08/08,Not Stated,Not Stated,Reported,2024/08/08,Not Stated,Not Stated,Reported,,
463,Q2 2024/25,2024/08/14,South African Social Security Agency (SASSA),Emergancy procurement for electrical services at Greytown Local office,Kholwani electrical,"R7 850,00","Senior Manager SCM approved the emergancy procurement for Greytown
Local Office for electrical services in line with SASSA SCM delegations",2024/08/05,2024/08/05,2024/08/05,Reported,2024/08/05,2024/08/05,2024/08/05,Reported,,
464,Q2 2024/25,2024/08/14,South African Social Security Agency (SASSA),Emergancy procurement for plumbing services at Portshepstone Local office,Oyisa Asanda Trading,"R7 475,00","Senior Manager SCM approved the emergancy procurement for
Portshepstone Local Office for plumbing services in line with SASSA SCM
delegations",2024/08/12,2024/08/12,2024/08/12,Reported,2024/08/12,2024/08/12,2024/08/12,Reported,,
465,Q2 2024/25,2024/08/14,South African Social Security Agency (SASSA),Emergancy procurement for electrical services at Greytown Local office,Siyabulela memela construction,"R20 390,00","Senior Manager SCM approved the emergancy procurement for Greytown
Local Office for electrical services in line with SASSA SCM delegations",2024/08/12,2024/08/12,2024/08/12,Reported,2024/08/12,2024/08/12,2024/08/12,Reported,,
466,Q2 2024/25,2024/08/20,South African Social Security Agency (SASSA),Fixing store room door,Sondi Steel & Electrical,R14250.00,"Deviation,Emergency case as per SCM delegation 3.20 when there is a
serious and unexpected situation that poses an immediate risk to health, life,
property or environment.",2024/08/08,Once Off,Once Off,Reported,2024/08/08,Once Off,Once Off,Reported,,
467,Q2 2024/25,2024/08/01,"National Prosecuting Authority of South Africa
(NPA)",To provide forensic services,Mr Derick De Beer,"R2 148 200,00",To appoint to provide forensic investigating services,2024/07/25,2024/08/01,2025/03/31,Reported,2024/07/25,2024/08/01,2025/03/31,Reported,,
468,Q2 2024/25,2024/08/01,"National Prosecuting Authority of South Africa
(NPA)",Forensic Services,Mr Sphiwe Madlala,"R1 600 000,00",To appoint to provide forensic investigating services,2024/07/25,2024/08/01,2025/03/31,Reported,2024/07/25,2024/08/01,2025/03/31,Reported,,
469,Q2 2024/25,2024/08/01,"National Prosecuting Authority of South Africa
(NPA)",Forensic Services,Mr Riaan Bellingan,"R718 750,00",To appoint to provide forensic investigating services,2024/07/25,2024/08/01,2025/03/31,Reported,2024/07/25,2024/08/01,2025/03/31,Reported,,
470,Q2 2024/25,2024/08/01,"National Prosecuting Authority of South Africa
(NPA)",Forensic Services,Mr Rudi Cortzee,"R1 782 500,00",To appoint to provide forensic investigating services,2024/07/25,2024/08/01,2025/03/31,Reported,2024/07/25,2024/08/01,2025/03/31,Reported,,
471,Q2 2024/25,2024/08/01,"National Prosecuting Authority of South Africa
(NPA)",Forensic Services,Mr Tshepo Moleko,"R1 921 000,00",To appoint to provide forensic investigating services,2024/07/25,2024/08/01,2025/03/31,Reported,2024/07/25,2024/08/01,2025/03/31,Reported,,
472,Q2 2024/25,2024/08/01,"National Prosecuting Authority of South Africa
(NPA)",Forensic Services,Ms Wasseema Harrison,"R1 955 000,00",To appoint to provide forensic investigating services,2024/07/25,2024/08/01,2025/03/31,Reported,2024/07/25,2024/08/01,2025/03/31,Reported,,
473,Q2 2024/25,2024/08/22,South African Social Security Agency (SASSA),EDUWEEK CONFERENCE,EAPA-SA,"R11 999,00",Sole Supplier,2024/08/19,2024/09/16,2024/09/19,Reported,2024/08/19,2024/09/16,2024/09/19,Reported,,
474,Q2 2024/25,2024/08/22,Special Investigating Unit (SIU),Request to attend ACFE Africa Conference and Exhibition,Assosciation of Certified Fraud Examiners,"R315 000,00","Single source, conference is unique to the Assosciation of Certified Fraud
Examiners (ACFE)",2024/08/14,Not Stated,Not Stated,Reported,2024/08/14,Not Stated,Not Stated,Reported,,
475,Q2 2024/25,2024/08/26,"South African Forestry Company SOC Limited
(SAFCOL)",Instal WAN equipment on identified towers for the digital radio,Mint Fresh t/a ICTS,"R2 838 015,22",Single source procurement,2024/08/21,Once Off,Once Off,Reported,2024/08/21,Once Off,Once Off,Reported,,
476,Q2 2024/25,2024/08/26,"South African Forestry Company SOC Limited
(SAFCOL)",Bulk water carriers for fire at Berlin plantation,XM Timber,"R374 555,00",Emergency Procurement,2024/08/20,Once Off,Once Off,Reported,2024/08/20,Once Off,Once Off,Reported,,
477,Q2 2024/25,2024/08/20,"South African Forestry Company SOC Limited
(SAFCOL)",Ration packs for fire at Berlin plantation,Gracker Trading,"R122 992,50",Emergency Procurement,2024/08/19,Once Off,Once Off,Reported,2024/08/19,Once Off,Once Off,Reported,,
478,Q2 2024/25,2024/08/20,"South African Forestry Company SOC Limited
(SAFCOL)",Transportable damsak for fire at Berlin plantation,Anco Manufacturing,"R36 114,60",Emergency Procurement,2024/08/19,Once Off,Once Off,Reported,2024/08/19,Once Off,Once Off,Reported,,
479,Q2 2024/25,2024/08/19,"South African Forestry Company SOC Limited
(SAFCOL)",Procurement of firefighting tools and material,Hlatini Forestry Specialists,"R235 124,08",Emergency Procurement,2024/08/15,Once Off,Once Off,Reported,2024/08/15,Once Off,Once Off,Reported,,
480,Q2 2024/25,2024/08/14,"South African Forestry Company SOC Limited
(SAFCOL)",Request for approval for an emergency procurement for the supply and delivery of fuel,Q Tique27 (PTY) Ltd,"R3 042 865,00",Emergency Procurement,2024/07/18,Once Off,Once Off,Reported,2024/07/18,Once Off,Once Off,Reported,,
481,Q2 2024/25,2024/07/12,Eskom Holdings SOC Ltd,"""90x20"" white metal bearing (MR0126) repairs",Metso South Africa,"R3 139 214,69",Urgent Procurement,2024/04/05,2024/04/09,2025/04/08,Reported,2024/04/05,2024/04/09,2025/04/08,Reported,,
482,Q2 2024/25,2024/07/12,Eskom Holdings SOC Ltd,"Procuring of the H2 skid filters,H2 cooler bolts, Seal oil systemics gaskets sheets, purity meter flow
regulator that were borrowed from unit 5 and used at unit 2 and BFP motor Shims, Kone crane VSD
for breakdowns.",Lwandle and Oil Consulting,"R995 570,00",Urgent Procurement,2024/04/04,2024/04/05,2024/04/30,Reported,2024/04/04,2024/04/05,2024/04/30,Reported,,
483,Q2 2024/25,2024/07/12,Eskom Holdings SOC Ltd,Provision of QC Personnel for Outages,PSC Integrity,"R4 351 884,18",Urgent Procurement,2024/04/05,2024/03/01,2024/04/30,Reported,2024/04/05,2024/03/01,2024/04/30,Reported,,
484,Q2 2024/25,2024/07/12,Eskom Holdings SOC Ltd,Batteries,Kopano Power,"R1 124 550,00",Urgent Procurement,2023/10/31,2024/03/28,2024/06/28,Reported,2023/10/31,2024/03/28,2024/06/28,Reported,,
485,Q2 2024/25,2024/07/12,Eskom Holdings SOC Ltd,Swing Frame,Hitachi Energy South Africa,"R13 390 314,40",Urgent Procurement,2024/02/12,2024/03/25,2025/03/24,Reported,2024/02/12,2024/03/25,2025/03/24,Reported,,
486,Q2 2024/25,2024/07/12,Eskom Holdings SOC Ltd,ECO services for Sorata-Witsieshoek project,Enviroworks,"R89 165,50",Urgent Procurement,2024/04/04,2024/04/04,03.10.2024,Reported,2024/04/04,2024/04/04,03.10.2024,Reported,,
487,Q2 2024/25,2024/07/12,Eskom Holdings SOC Ltd,"Meter Reading in Gauteng Cluster (Ekurhuleni, Randfontein, Sandton, Soweto, Tshwane,
Vereeniging,)",Mavizo Projects,"R2 980 455,81",Urgent Procurement,2024/03/13,2024/03/04,2024/06/31,Reported,2024/03/13,2024/03/04,2024/06/31,Reported,,
488,Q2 2024/25,2024/07/12,Eskom Holdings SOC Ltd,Switch gear,ABB South Africa,"R8 653 354,00",Urgent Procurement,2024/03/18,2024/04/04,2024/03/31,Reported,2024/03/18,2024/04/04,2024/03/31,Reported,,
489,Q2 2024/25,2024/07/12,Eskom Holdings SOC Ltd,Strip & Quote Valve: Direct Drive Servo;5,Customized Motion Controls,"R39 000,00",Sole Source,2024/04/05,2024/04/30,2024/04/30,Reported,2024/04/05,2024/04/30,2024/04/30,Reported,,
490,Q2 2024/25,2024/07/12,Eskom Holdings SOC Ltd,Repair Cartridge: Weir Main SN:WKP007,Pump Repair Services,"R3 843 255,00",Sole Source,2024/04/16,2024/04/16,2024/06/30,Reported,2024/04/16,2024/04/16,2024/06/30,Reported,,
491,Q2 2024/25,2024/07/12,Eskom Holdings SOC Ltd,Supply and Delivery of Turbine Oil on an urgent basis,MX Distributors,"R2 008 284,60",Urgent Procurement,2024/04/05,2024/04/10,2024/04/12,Reported,2024/04/05,2024/04/10,2024/04/12,Reported,,
492,Q2 2024/25,2024/07/12,Eskom Holdings SOC Ltd,FFP Rebag 6 Bag Installation Unit 1,Siwasivuka Business Enterprises,"R13 144 435,25",Urgent Procurement,2024/04/09,2024/05/20,2025/01/19,Reported,2024/04/09,2024/05/20,2025/01/19,Reported,,
493,Q2 2024/25,2024/07/12,Eskom Holdings SOC Ltd,Supply Filter elements,Hydraulix,"R82 700,00",Urgent Procurement,2024/04/11,2024/04/11,2024/04/18,Reported,2024/04/11,2024/04/11,2024/04/18,Reported,,
494,Q2 2024/25,2024/07/12,Eskom Holdings SOC Ltd,Supply of conveyor belt,Dunlop Belting Products,"R4 133 073,00",Urgent Procurement,2024/04/12,2024/04/15,2024/06/07,Reported,2024/04/12,2024/04/15,2024/06/07,Reported,,
495,Q2 2024/25,2024/07/12,Eskom Holdings SOC Ltd,Purchase of Weighbridge,Concor (Pty) Ltd trading as MPS JV,"R547 219,10",Urgent Procurement,2024/04/10,2024/04/15,2024/04/15,Reported,2024/04/10,2024/04/15,2024/04/15,Reported,,
496,Q2 2024/25,2024/07/12,Eskom Holdings SOC Ltd,CCTV System - Fuel Oil Weighbridge,Mild Engineering,"R987 424,70",Urgent Procurement,2024/04/11,2024/04/11,2024/05/30,Reported,2024/04/11,2024/04/11,2024/05/30,Reported,,
497,Q2 2024/25,2024/07/12,Eskom Holdings SOC Ltd,Maintenance of Auma actuators,Auma South Africa,"R3 600 344,40",Urgent Procurement,2024/04/15,2024/04/15,2024/10/31,Reported,2024/04/15,2024/04/15,2024/10/31,Reported,,
498,Q2 2024/25,2024/07/12,Eskom Holdings SOC Ltd,CMC on site tech support ESVs,Customized Motion Controls,"R32 077,50",Urgent Procurement,2024/04/14,2024/04/14,2024/04/30,Reported,2024/04/14,2024/04/14,2024/04/30,Reported,,
499,Q2 2024/25,2024/07/12,Eskom Holdings SOC Ltd,Bolt Assy:M27;LG 145 mm;Oval;8.8;HTS;1;8,Mitak,"R397 440,00",Urgent Procurement,2024/04/15,2024/04/15,2024/05/31,Reported,2024/04/15,2024/04/15,2024/05/31,Reported,,
500,Q2 2024/25,2024/07/12,Eskom Holdings SOC Ltd,Industrial Oil Drums,BP Southern Africa,"R11 646 324,90",Urgent Procurement,2024/04/11,2024/04/12,2024/05/30,Reported,2024/04/11,2024/04/12,2024/05/30,Reported,,
501,Q2 2024/25,2024/07/12,Eskom Holdings SOC Ltd,Supply and delivery of Coal Plant Chute Liners at Tutuka Power Station,Mbali Industrial Solutions,"R19 429 958,20",Urgent Procurement,2024/04/12,2024/04/12,2025/04/11,Reported,2024/04/12,2024/04/12,2025/04/11,Reported,,
502,Q2 2024/25,2024/07/12,Eskom Holdings SOC Ltd,Procurement of Matimba Power Station ash flow control valves refurbishment spares,Katale Trading and Projects,"R295 000,00",Urgent Procurement,2024/04/15,2024/04/15,2024/05/20,Reported,2024/04/15,2024/04/15,2024/05/20,Reported,,
503,Q2 2024/25,2024/07/12,Eskom Holdings SOC Ltd,Maintenance of Pressure Vessels,Maheya Holdings,"R11 868 340,00",Urgent Procurement,2024/04/16,2024/04/16,2025/04/30,Reported,2024/04/16,2024/04/16,2025/04/30,Reported,,
504,Q2 2024/25,2024/07/12,Eskom Holdings SOC Ltd,"Render Services for Boilermakers, Welders and Semi-Skilled workers",Niyinjabulo Projects,"R9 907 486,88",Urgent Procurement,2024/04/12,2024/04/12,2025/03/31,Reported,2024/04/12,2024/04/12,2025/03/31,Reported,,
